EmployeeID,Age,Gender,Department,JobRole,EducationField,MaritalStatus,BusinessTravel,Education,JobLevel,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
558,35,Female,Research & Development,Healthcare Representative,Life Sciences,Divorced,Non-Travel,4,2,1,0,0,0
559,32,Male,Research & Development,Laboratory Technician,Life Sciences,Married,Travel_Frequently,4,2,10,8,4,7
560,38,Male,Research & Development,Research Scientist,Medical,Married,Travel_Rarely,5,1,1,0,0,1
561,34,Female,Research & Development,Manufacturing Director,Life Sciences,Divorced,Travel_Rarely,5,2,0,0,0,0
562,52,Male,Sales,Manager,Marketing,Married,Travel_Rarely,4,4,34,6,1,16
563,33,Male,Research & Development,Research Scientist,Other,Single,Travel_Rarely,4,1,10,9,7,8
564,25,Female,Sales,Sales Executive,Medical,Single,Travel_Rarely,1,2,6,5,1,4
565,45,Male,Sales,Sales Representative,Technical Degree,Single,Travel_Rarely,2,2,8,7,3,1
566,23,Male,Research & Development,Research Scientist,Medical,Single,Travel_Rarely,1,1,2,2,0,2
567,47,Female,Sales,Sales Executive,Life Sciences,Single,Travel_Frequently,2,2,5,4,1,3
568,34,Male,Sales,Sales Executive,Other,Single,Travel_Rarely,3,2,6,5,1,4
569,55,Male,Research & Development,Manager,Medical,Married,Travel_Rarely,3,5,5,2,1,4
570,36,Male,Sales,Sales Executive,Life Sciences,Single,Non-Travel,4,3,10,7,0,9
571,52,Male,Research & Development,Research Scientist,Medical,Married,Non-Travel,4,1,4,3,1,2
572,26,Female,Research & Development,Laboratory Technician,Life Sciences,Divorced,Travel_Frequently,2,1,2,2,2,0
573,29,Female,Research & Development,Healthcare Representative,Medical,Married,Travel_Rarely,3,2,8,7,1,1
574,26,Male,Sales,Sales Executive,Technical Degree,Single,Travel_Rarely,3,2,4,3,1,2
575,34,Female,Research & Development,Research Scientist,Life Sciences,Single,Travel_Rarely,4,1,4,2,1,3
576,54,Female,Research & Development,Manufacturing Director,Medical,Divorced,Travel_Rarely,4,2,5,3,1,4
577,27,Male,Sales,Sales Executive,Marketing,Married,Travel_Frequently,1,2,4,2,1,1
578,37,Female,Research & Development,Research Scientist,Life Sciences,Divorced,Travel_Rarely,1,1,5,3,4,3
579,38,Female,Research & Development,Manufacturing Director,Life Sciences,Single,Travel_Frequently,4,2,15,7,4,12
580,34,Female,Research & Development,Research Scientist,Medical,Single,Travel_Rarely,4,1,6,5,1,3
581,35,Female,Sales,Sales Representative,Life Sciences,Married,Travel_Rarely,4,1,3,2,0,2
582,30,Male,Research & Development,Laboratory Technician,Life Sciences,Married,Travel_Rarely,3,1,2,2,0,2
583,40,Female,Research & Development,Healthcare Representative,Medical,Married,Travel_Frequently,2,2,8,7,3,7
584,34,Female,Sales,Sales Executive,Life Sciences,Married,Travel_Rarely,2,2,3,2,1,2
585,42,Male,Research & Development,Manager,Life Sciences,Divorced,Travel_Frequently,3,5,24,7,14,9
586,23,Male,Research & Development,Laboratory Technician,Life Sciences,Married,Travel_Rarely,3,1,0,0,0,0
587,24,Male,Research & Development,Laboratory Technician,Life Sciences,Divorced,Non-Travel,3,1,1,0,0,0
588,52,Female,Research & Development,Laboratory Technician,Life Sciences,Married,Travel_Rarely,4,2,5,2,1,4
589,50,Male,Research & Development,Research Director,Medical,Married,Travel_Rarely,3,4,4,3,0,3
590,29,Female,Research & Development,Laboratory Technician,Life Sciences,Married,Travel_Rarely,2,1,1,0,0,0
591,33,Male,Research & Development,Research Director,Medical,Married,Travel_Rarely,3,3,13,9,3,7
592,33,Female,Sales,Sales Executive,Marketing,Single,Travel_Rarely,3,2,3,2,0,2
593,47,Female,Research & Development,Manager,Other,Married,Travel_Rarely,2,4,26,14,3,0
594,36,Female,Research & Development,Manufacturing Director,Other,Married,Travel_Rarely,3,2,9,7,0,5
595,29,Male,Research & Development,Research Scientist,Life Sciences,Married,Travel_Rarely,2,1,10,7,0,7
596,58,Male,Research & Development,Research Director,Life Sciences,Single,Travel_Rarely,4,5,31,15,13,8
597,35,Female,Research & Development,Research Scientist,Life Sciences,Single,Travel_Rarely,4,1,2,2,2,2
598,42,Female,Research & Development,Manufacturing Director,Life Sciences,Married,Travel_Rarely,2,2,4,3,0,2
599,28,Male,Research & Development,Research Scientist,Medical,Single,Travel_Rarely,4,1,2,2,2,1
600,36,Male,Human Resources,Human Resources,Human Resources,Married,Travel_Rarely,3,1,5,2,0,4
601,32,Female,Research & Development,Manufacturing Director,Life Sciences,Married,Travel_Rarely,3,2,14,13,6,8
602,40,Male,Research & Development,Laboratory Technician,Medical,Single,Travel_Frequently,4,2,1,0,0,0
603,30,Female,Research & Development,Manufacturing Director,Medical,Single,Travel_Rarely,3,2,0,0,0,0
604,45,Female,Research & Development,Research Scientist,Life Sciences,Single,Travel_Rarely,3,1,1,0,0,0
605,42,Male,Research & Development,Manufacturing Director,Life Sciences,Married,Travel_Rarely,3,2,9,8,7,8
606,38,Male,Research & Development,Healthcare Representative,Life Sciences,Divorced,Travel_Frequently,3,2,4,3,1,2
607,34,Female,Research & Development,Research Scientist,Life Sciences,Single,Travel_Frequently,4,1,5,2,1,3
608,49,Female,Sales,Sales Executive,Marketing,Married,Travel_Rarely,3,3,9,8,7,7
609,55,Male,Sales,Sales Executive,Medical,Single,Travel_Rarely,1,2,9,7,7,3
610,43,Male,Research & Development,Research Director,Life Sciences,Married,Travel_Rarely,2,4,4,1,1,0
611,27,Male,Research & Development,Research Director,Technical Degree,Divorced,Travel_Rarely,1,3,9,8,0,8
612,35,Male,Research & Development,Manufacturing Director,Other,Single,Travel_Rarely,3,3,8,5,1,6
613,28,Female,Sales,Sales Executive,Marketing,Married,Travel_Rarely,4,2,8,7,7,5
614,34,Male,Human Resources,Human Resources,Human Resources,Married,Travel_Rarely,2,1,3,2,0,2
615,26,Female,Research & Development,Research Scientist,Medical,Married,Travel_Frequently,2,1,8,7,1,7
616,27,Male,Research & Development,Research Scientist,Medical,Married,Non-Travel,3,1,0,0,0,0
617,51,Female,Sales,Manager,Marketing,Married,Travel_Rarely,4,4,20,6,4,17
618,44,Male,Research & Development,Healthcare Representative,Medical,Single,Travel_Rarely,3,2,5,2,2,3
619,25,Male,Research & Development,Research Scientist,Medical,Single,Travel_Rarely,1,1,4,3,0,1
620,33,Male,Sales,Sales Executive,Medical,Divorced,Travel_Rarely,3,2,9,8,0,8
621,35,Female,Research & Development,Research Scientist,Medical,Single,Travel_Rarely,1,1,6,5,1,1
622,36,Male,Sales,Sales Executive,Life Sciences,Married,Travel_Rarely,2,2,18,14,4,11
623,32,Male,Sales,Sales Executive,Life Sciences,Divorced,Travel_Rarely,4,2,5,2,0,3
624,30,Male,Research & Development,Research Scientist,Life Sciences,Divorced,Travel_Frequently,4,1,5,4,0,3
625,53,Female,Sales,Sales Executive,Marketing,Married,Travel_Rarely,2,3,5,2,0,4
626,45,Male,Sales,Sales Executive,Marketing,Divorced,Travel_Rarely,3,3,5,4,0,2
627,32,Female,Research & Development,Research Scientist,Medical,Married,Travel_Rarely,2,2,5,3,1,3
628,52,Female,Research & Development,Manufacturing Director,Medical,Married,Travel_Frequently,4,4,9,8,0,0
629,37,Male,Sales,Sales Executive,Marketing,Divorced,Travel_Rarely,4,2,1,0,0,0
630,28,Male,Human Resources,Human Resources,Medical,Divorced,Travel_Rarely,2,1,5,1,0,4
631,22,Male,Research & Development,Manufacturing Director,Life Sciences,Married,Travel_Rarely,2,2,2,2,2,2
632,44,Male,Research & Development,Laboratory Technician,Life Sciences,Married,Travel_Rarely,4,1,3,2,0,2
633,42,Male,Research & Development,Research Scientist,Medical,Single,Travel_Frequently,1,1,2,1,2,2
634,36,Male,Human Resources,Human Resources,Life Sciences,Married,Travel_Rarely,3,1,5,4,0,3
635,25,Male,Sales,Sales Executive,Other,Married,Travel_Rarely,1,2,5,3,0,3
636,35,Female,Research & Development,Manufacturing Director,Life Sciences,Married,Travel_Rarely,3,3,17,14,5,15
637,35,Female,Research & Development,Research Scientist,Life Sciences,Divorced,Travel_Frequently,4,1,10,2,7,8
638,32,Male,Research & Development,Laboratory Technician,Life Sciences,Divorced,Non-Travel,3,1,3,0,0,2
639,25,Male,Sales,Sales Executive,Marketing,Married,Travel_Rarely,1,2,5,2,0,3
640,49,Female,Research & Development,Research Scientist,Technical Degree,Married,Travel_Rarely,3,1,4,2,0,2
641,24,Male,Research & Development,Laboratory Technician,Life Sciences,Married,Non-Travel,1,1,5,2,3,4
642,32,Male,Sales,Sales Executive,Life Sciences,Married,Travel_Frequently,2,2,10,8,5,3
643,38,Male,Sales,Sales Representative,Marketing,Married,Travel_Rarely,3,1,2,2,1,2
644,42,Female,Research & Development,Laboratory Technician,Life Sciences,Married,Travel_Rarely,3,2,5,3,1,3
645,31,Male,Research & Development,Research Scientist,Life Sciences,Married,Travel_Rarely,4,1,6,4,0,2
646,29,Female,Sales,Sales Representative,Medical,Divorced,Travel_Rarely,3,1,3,2,0,2
647,53,Male,Sales,Sales Executive,Marketing,Married,Travel_Rarely,3,4,2,0,2,2
648,35,Male,Research & Development,Manufacturing Director,Technical Degree,Married,Travel_Rarely,3,3,13,10,4,8
649,37,Female,Sales,Sales Representative,Medical,Married,Travel_Frequently,2,1,5,4,0,0
650,53,Female,Research & Development,Research Director,Life Sciences,Single,Travel_Rarely,4,4,12,9,3,8
651,43,Female,Research & Development,Healthcare Representative,Life Sciences,Married,Travel_Frequently,3,2,5,2,2,2
652,47,Female,Sales,Sales Executive,Marketing,Married,Travel_Rarely,2,2,7,6,7,7
653,37,Male,Sales,Sales Executive,Medical,Single,Non-Travel,2,3,10,0,0,9
654,50,Male,Research & Development,Manager,Life Sciences,Divorced,Non-Travel,4,4,31,6,14,7
655,39,Female,Human Resources,Human Resources,Life Sciences,Married,Travel_Rarely,3,2,5,4,0,4
656,33,Male,Human Resources,Human Resources,Human Resources,Divorced,Travel_Rarely,2,1,4,3,0,3
657,32,Male,Research & Development,Laboratory Technician,Life Sciences,Single,Travel_Rarely,4,1,1,0,0,1
658,29,Female,Research & Development,Laboratory Technician,Medical,Divorced,Travel_Rarely,1,1,4,3,0,3
659,44,Male,Research & Development,Research Scientist,Life Sciences,Married,Travel_Rarely,2,1,8,7,7,1
660,28,Male,Sales,Sales Executive,Medical,Single,Travel_Rarely,4,2,4,2,0,2
661,58,Male,Research & Development,Laboratory Technician,Life Sciences,Divorced,Travel_Frequently,1,1,1,0,0,0
662,43,Female,Research & Development,Manufacturing Director,Life Sciences,Divorced,Travel_Rarely,3,2,1,0,0,0
663,20,Female,Sales,Sales Representative,Medical,Single,Travel_Rarely,3,1,2,2,0,2
664,21,Female,Research & Development,Research Scientist,Other,Single,Travel_Rarely,1,1,1,0,0,0
665,36,Male,Research & Development,Healthcare Representative,Life Sciences,Married,Travel_Rarely,1,2,16,8,4,11
666,47,Female,Sales,Sales Representative,Life Sciences,Single,Travel_Rarely,4,1,3,2,1,2
667,22,Female,Research & Development,Manufacturing Director,Life Sciences,Married,Travel_Rarely,1,2,3,2,0,2
668,41,Female,Research & Development,Laboratory Technician,Life Sciences,Divorced,Travel_Rarely,4,1,7,7,1,0
669,28,Female,Research & Development,Research Scientist,Medical,Divorced,Travel_Rarely,3,1,2,2,2,2
670,39,Male,Research & Development,Laboratory Technician,Medical,Married,Travel_Rarely,3,1,2,2,2,2
671,27,Female,Research & Development,Research Scientist,Life Sciences,Single,Travel_Rarely,3,1,1,1,0,0
672,34,Male,Research & Development,Laboratory Technician,Life Sciences,Divorced,Travel_Rarely,3,1,1,0,1,0
673,42,Female,Sales,Sales Executive,Medical,Single,Travel_Rarely,2,2,5,4,0,3
674,33,Male,Research & Development,Research Scientist,Other,Single,Travel_Rarely,4,1,3,2,0,2
675,58,Female,Research & Development,Healthcare Representative,Technical Degree,Divorced,Travel_Rarely,3,3,6,0,0,4
676,31,Male,Sales,Sales Representative,Life Sciences,Married,Travel_Rarely,4,1,7,7,5,2
677,35,Female,Research & Development,Healthcare Representative,Life Sciences,Married,Travel_Rarely,1,2,10,6,0,7
678,49,Female,Research & Development,Laboratory Technician,Other,Married,Travel_Rarely,2,3,26,9,1,7
679,48,Male,Research & Development,Research Scientist,Medical,Married,Travel_Rarely,4,1,0,0,0,0
680,31,Female,Sales,Sales Executive,Marketing,Married,Non-Travel,2,2,9,8,0,0
681,36,Male,Research & Development,Research Scientist,Other,Single,Travel_Rarely,4,1,6,2,0,1
682,38,Female,Research & Development,Research Director,Technical Degree,Married,Travel_Rarely,3,3,15,12,5,11
683,32,Female,Research & Development,Laboratory Technician,Life Sciences,Married,Non-Travel,3,1,3,0,0,2
684,25,Male,Sales,Sales Representative,Marketing,Married,Travel_Rarely,2,1,1,0,0,0
685,40,Male,Sales,Sales Executive,Marketing,Divorced,Travel_Rarely,4,3,1,0,0,0
686,26,Male,Sales,Sales Executive,Medical,Single,Travel_Frequently,3,2,7,7,0,7
687,41,Male,Research & Development,Laboratory Technician,Medical,Single,Travel_Rarely,3,1,18,13,2,17
688,36,Male,Research & Development,Laboratory Technician,Medical,Single,Travel_Rarely,4,1,11,8,3,9
689,19,Male,Sales,Sales Representative,Other,Single,Travel_Rarely,3,1,1,0,0,0
690,20,Male,Research & Development,Laboratory Technician,Technical Degree,Single,Travel_Rarely,3,1,1,0,0,0
691,31,Female,Research & Development,Healthcare Representative,Medical,Married,Travel_Rarely,3,2,9,7,8,5
692,40,Male,Research & Development,Research Scientist,Medical,Divorced,Travel_Frequently,4,1,1,1,0,0
693,32,Female,Research & Development,Manufacturing Director,Medical,Married,Travel_Rarely,4,2,8,7,6,3
694,36,Male,Sales,Sales Executive,Life Sciences,Married,Travel_Rarely,1,3,16,7,3,7
695,33,Female,Research & Development,Healthcare Representative,Life Sciences,Single,Travel_Rarely,3,2,5,0,1,4
696,37,Male,Sales,Sales Executive,Life Sciences,Married,Travel_Rarely,4,3,14,1,11,7
697,45,Male,Research & Development,Laboratory Technician,Life Sciences,Married,Non-Travel,2,2,9,7,0,8
698,29,Female,Sales,Sales Representative,Technical Degree,Married,Travel_Frequently,3,1,3,1,0,2
699,35,Female,Sales,Sales Executive,Medical,Married,Travel_Rarely,3,2,5,2,1,0
700,52,Male,Research & Development,Manager,Life Sciences,Married,Travel_Rarely,2,4,9,8,7,8
701,58,Male,Research & Development,Research Scientist,Technical Degree,Single,Travel_Rarely,3,1,1,0,0,0
702,53,Male,Sales,Manager,Medical,Divorced,Travel_Rarely,2,4,17,13,15,2
703,30,Male,Sales,Sales Executive,Other,Divorced,Travel_Rarely,2,3,8,4,7,7
704,38,Female,Sales,Sales Executive,Technical Degree,Single,Non-Travel,3,2,5,3,1,3
705,35,Male,Sales,Sales Executive,Life Sciences,Divorced,Travel_Rarely,4,3,10,9,0,8
706,39,Male,Sales,Sales Executive,Life Sciences,Single,Travel_Rarely,5,3,8,7,0,7
707,40,Female,Sales,Sales Executive,Life Sciences,Single,Non-Travel,3,4,1,0,0,0
708,47,Male,Research & Development,Manufacturing Director,Medical,Divorced,Travel_Frequently,4,2,19,10,2,7
709,36,Male,Sales,Sales Executive,Technical Degree,Divorced,Non-Travel,4,2,7,7,0,7
710,31,Male,Research & Development,Research Scientist,Medical,Single,Non-Travel,2,1,3,2,1,2
711,33,Male,Sales,Manager,Life Sciences,Single,Non-Travel,3,4,10,8,6,0
712,29,Female,Research & Development,Research Scientist,Life Sciences,Single,Travel_Rarely,3,1,0,0,0,0
713,33,Female,Research & Development,Research Scientist,Life Sciences,Single,Travel_Rarely,1,1,3,2,0,2
714,45,Female,Research & Development,Laboratory Technician,Medical,Divorced,Travel_Rarely,4,1,5,3,0,2
715,50,Male,Research & Development,Research Director,Medical,Divorced,Travel_Rarely,2,4,5,4,1,3
716,33,Female,Research & Development,Healthcare Representative,Other,Married,Travel_Frequently,4,2,6,5,1,2
717,41,Male,Research & Development,Research Director,Medical,Divorced,Travel_Frequently,3,5,18,16,0,11
718,27,Female,Research & Development,Laboratory Technician,Technical Degree,Married,Travel_Rarely,4,1,2,2,2,2
719,45,Male,Research & Development,Laboratory Technician,Life Sciences,Married,Non-Travel,2,2,9,8,0,8
720,47,Female,Sales,Sales Executive,Life Sciences,Single,Travel_Rarely,2,2,9,0,0,7
721,30,Female,Research & Development,Research Scientist,Life Sciences,Married,Travel_Rarely,3,1,5,2,0,1
722,50,Male,Research & Development,Manufacturing Director,Life Sciences,Married,Travel_Rarely,3,4,12,11,1,5
723,38,Male,Research & Development,Research Scientist,Medical,Married,Travel_Frequently,1,1,2,1,0,2
724,46,Male,Research & Development,Manufacturing Director,Medical,Divorced,Travel_Rarely,2,3,8,7,0,7
725,24,Female,Research & Development,Manufacturing Director,Medical,Divorced,Travel_Rarely,1,2,4,2,3,2
726,35,Male,Research & Development,Laboratory Technician,Other,Divorced,Travel_Rarely,4,1,4,2,0,2
727,31,Female,Research & Development,Manufacturing Director,Life Sciences,Married,Travel_Frequently,1,2,4,3,0,3
728,18,Male,Research & Development,Research Scientist,Life Sciences,Single,Non-Travel,2,1,0,0,0,0
729,54,Female,Research & Development,Manufacturing Director,Technical Degree,Married,Travel_Rarely,3,3,10,7,0,8
730,35,Female,Research & Development,Healthcare Representative,Medical,Divorced,Travel_Rarely,4,3,16,10,10,1
731,30,Female,Research & Development,Research Director,Life Sciences,Married,Travel_Rarely,2,3,8,7,1,7
732,20,Female,Research & Development,Research Scientist,Medical,Single,Travel_Rarely,3,1,1,0,0,0
733,30,Female,Research & Development,Laboratory Technician,Medical,Single,Travel_Frequently,3,1,3,2,1,2
734,26,Male,Research & Development,Manufacturing Director,Medical,Married,Travel_Rarely,2,2,8,7,1,3
735,22,Male,Research & Development,Laboratory Technician,Life Sciences,Married,Travel_Rarely,1,1,4,3,1,1
736,48,Male,Research & Development,Healthcare Representative,Life Sciences,Single,Travel_Rarely,3,2,2,2,2,2
737,48,Male,Research & Development,Healthcare Representative,Life Sciences,Single,Travel_Rarely,4,3,15,11,4,8
738,41,Female,Research & Development,Manufacturing Director,Medical,Single,Travel_Rarely,2,2,2,2,2,1
739,39,Female,Research & Development,Manufacturing Director,Life Sciences,Married,Travel_Rarely,1,4,21,6,11,8
740,27,Female,Research & Development,Manufacturing Director,Life Sciences,Married,Travel_Rarely,4,2,3,2,2,2
741,35,Male,Research & Development,Laboratory Technician,Other,Divorced,Travel_Rarely,3,1,3,2,1,2
742,42,Male,Sales,Manager,Marketing,Married,Travel_Rarely,2,5,1,0,0,0
743,50,Male,Research & Development,Laboratory Technician,Life Sciences,Married,Travel_Rarely,3,1,1,0,0,0
744,59,Female,Research & Development,Manufacturing Director,Life Sciences,Single,Travel_Rarely,3,4,5,3,4,3
745,37,Female,Research & Development,Healthcare Representative,Medical,Married,Travel_Rarely,2,2,1,0,0,0
746,55,Male,Research & Development,Healthcare Representative,Medical,Married,Travel_Frequently,4,2,8,7,6,7
747,41,Female,Research & Development,Research Director,Life Sciences,Divorced,Non-Travel,1,5,21,16,5,10
748,38,Male,Sales,Sales Executive,Life Sciences,Single,Travel_Rarely,4,2,1,0,0,0
749,26,Male,Sales,Sales Executive,Medical,Single,Non-Travel,2,2,2,2,2,2
750,52,Female,Sales,Manager,Marketing,Married,Travel_Rarely,1,5,32,14,6,9
751,44,Female,Sales,Sales Executive,Medical,Married,Travel_Rarely,3,4,12,11,11,11
752,50,Female,Sales,Sales Executive,Life Sciences,Married,Non-Travel,3,2,18,7,0,13
753,36,Female,Research & Development,Laboratory Technician,Life Sciences,Single,Travel_Rarely,4,1,17,13,15,14
754,39,Female,Research & Development,Manufacturing Director,Medical,Single,Travel_Frequently,3,3,21,6,2,8
755,33,Female,Sales,Sales Representative,Life Sciences,Single,Non-Travel,1,1,2,2,2,2
756,45,Female,Sales,Manager,Life Sciences,Married,Travel_Rarely,2,4,9,3,1,1
757,32,Female,Research & Development,Laboratory Technician,Medical,Single,Non-Travel,4,1,8,7,7,7
758,34,Male,Sales,Sales Executive,Marketing,Divorced,Travel_Rarely,4,2,15,1,0,9
759,59,Male,Sales,Manager,Technical Degree,Married,Travel_Rarely,2,3,6,4,0,4
760,45,Male,Human Resources,Human Resources,Medical,Single,Travel_Rarely,4,1,6,3,0,4
761,53,Female,Sales,Sales Executive,Marketing,Married,Travel_Frequently,3,3,15,7,6,12
762,36,Male,Research & Development,Laboratory Technician,Other,Divorced,Travel_Rarely,3,2,1,0,0,0
763,26,Male,Research & Development,Research Scientist,Life Sciences,Married,Travel_Frequently,3,1,3,2,1,2
764,34,Female,Sales,Sales Representative,Life Sciences,Married,Travel_Rarely,4,1,1,1,0,0
765,28,Male,Sales,Sales Representative,Medical,Married,Travel_Rarely,1,1,1,0,0,0
766,38,Male,Research & Development,Research Scientist,Other,Married,Travel_Frequently,4,1,2,2,2,2
767,50,Male,Research & Development,Research Director,Medical,Married,Travel_Rarely,4,5,8,1,7,7
768,37,Female,Research & Development,Healthcare Representative,Other,Single,Travel_Rarely,3,2,4,3,0,1
769,40,Male,Sales,Sales Executive,Marketing,Married,Travel_Rarely,3,2,7,7,7,5
770,26,Female,Research & Development,Research Scientist,Medical,Divorced,Travel_Frequently,1,1,5,3,1,3
771,46,Male,Research & Development,Research Director,Medical,Divorced,Travel_Rarely,4,5,2,2,2,2
772,54,Female,Sales,Sales Executive,Life Sciences,Married,Travel_Rarely,4,3,9,4,7,0
773,56,Female,Research & Development,Research Scientist,Medical,Married,Travel_Frequently,3,1,5,4,0,3
774,36,Female,Research & Development,Manufacturing Director,Medical,Single,Travel_Rarely,5,3,14,8,7,8
775,55,Male,Research & Development,Manager,Medical,Single,Non-Travel,1,4,9,7,6,2
776,43,Male,Sales,Sales Executive,Medical,Divorced,Travel_Rarely,3,3,1,0,0,0
777,20,Female,Sales,Sales Representative,Marketing,Single,Travel_Frequently,3,1,2,2,0,2
778,21,Female,Research & Development,Laboratory Technician,Life Sciences,Single,Travel_Rarely,3,1,1,0,1,0
779,46,Female,Research & Development,Research Scientist,Life Sciences,Divorced,Travel_Rarely,4,2,16,13,1,7
780,51,Male,Research & Development,Research Scientist,Life Sciences,Married,Travel_Rarely,4,1,10,0,2,7
781,28,Male,Research & Development,Healthcare Representative,Technical Degree,Single,Non-Travel,2,3,10,7,1,9
782,26,Male,Research & Development,Laboratory Technician,Medical,Married,Travel_Rarely,2,1,5,3,1,3
783,30,Male,Research & Development,Manufacturing Director,Other,Married,Travel_Rarely,3,2,6,2,0,2
784,41,Female,Research & Development,Research Scientist,Technical Degree,Married,Travel_Rarely,2,1,10,6,0,8
785,38,Female,Research & Development,Healthcare Representative,Life Sciences,Married,Travel_Rarely,1,3,19,9,1,9
786,40,Male,Research & Development,Healthcare Representative,Technical Degree,Married,Travel_Rarely,4,3,11,10,11,1
787,27,Male,Research & Development,Laboratory Technician,Life Sciences,Married,Non-Travel,5,1,3,2,1,2
788,55,Male,Research & Development,Manufacturing Director,Life Sciences,Married,Travel_Frequently,1,3,3,2,1,2
789,28,Female,Research & Development,Research Scientist,Other,Single,Travel_Rarely,3,2,8,7,1,7
790,44,Male,Human Resources,Human Resources,Medical,Married,Travel_Rarely,2,3,20,6,3,6
791,33,Male,Research & Development,Healthcare Representative,Life Sciences,Divorced,Travel_Rarely,3,3,3,2,1,2
792,35,Male,Sales,Sales Executive,Technical Degree,Single,Travel_Rarely,3,3,8,7,4,7
793,33,Female,Research & Development,Research Scientist,Medical,Single,Travel_Frequently,4,2,13,7,3,8
794,28,Male,Research & Development,Laboratory Technician,Life Sciences,Divorced,Travel_Rarely,2,1,4,2,2,2
795,34,Male,Research & Development,Healthcare Representative,Life Sciences,Single,Travel_Frequently,1,2,6,2,0,4
796,37,Female,Sales,Sales Executive,Life Sciences,Divorced,Travel_Rarely,4,2,1,0,0,0
797,25,Male,Research & Development,Laboratory Technician,Technical Degree,Married,Travel_Rarely,1,1,7,7,5,6
798,26,Male,Research & Development,Laboratory Technician,Medical,Divorced,Travel_Rarely,3,1,1,1,0,0
799,33,Male,Research & Development,Research Scientist,Medical,Single,Travel_Rarely,3,1,2,2,2,2
800,42,Male,Research & Development,Manager,Medical,Married,Travel_Rarely,2,4,22,6,13,7
801,28,Male,Research & Development,Laboratory Technician,Medical,Divorced,Travel_Frequently,3,1,1,0,0,0
802,50,Male,Sales,Sales Executive,Other,Single,Travel_Frequently,4,2,0,0,0,0
803,33,Female,Sales,Sales Executive,Life Sciences,Married,Travel_Frequently,3,2,3,2,0,2
804,34,Male,Research & Development,Research Scientist,Life Sciences,Married,Non-Travel,4,1,0,0,0,0
805,48,Male,Research & Development,Manager,Medical,Single,Non-Travel,4,4,5,4,2,1
806,45,Female,Sales,Sales Executive,Life Sciences,Married,Non-Travel,4,2,15,10,4,12
807,52,Male,Research & Development,Healthcare Representative,Life Sciences,Single,Travel_Rarely,4,3,8,6,4,0
808,38,Male,Sales,Sales Executive,Marketing,Divorced,Travel_Rarely,4,3,8,7,2,7
809,29,Female,Research & Development,Research Scientist,Life Sciences,Divorced,Travel_Rarely,4,1,7,5,1,7
810,28,Female,Research & Development,Manufacturing Director,Medical,Divorced,Travel_Rarely,3,3,9,7,1,7
811,46,Male,Sales,Manager,Marketing,Married,Travel_Rarely,1,4,12,9,4,9
812,38,Male,Sales,Sales Executive,Marketing,Single,Travel_Rarely,2,3,1,0,0,0
813,43,Female,Research & Development,Manufacturing Director,Life Sciences,Married,Travel_Frequently,3,3,8,7,0,1
814,39,Male,Research & Development,Healthcare Representative,Life Sciences,Divorced,Travel_Frequently,3,4,18,7,11,5
815,40,Male,Research & Development,Research Director,Medical,Single,Travel_Rarely,3,5,20,7,4,9
816,21,Female,Research & Development,Research Scientist,Technical Degree,Single,Travel_Rarely,1,1,2,2,2,2
817,39,Male,Research & Development,Laboratory Technician,Life Sciences,Single,Non-Travel,3,2,5,4,0,3
818,36,Male,Research & Development,Manufacturing Director,Life Sciences,Single,Non-Travel,4,2,11,9,0,9
819,31,Male,Sales,Sales Representative,Life Sciences,Married,Travel_Frequently,3,1,2,2,2,2
820,28,Male,Research & Development,Research Scientist,Life Sciences,Married,Travel_Rarely,1,1,5,3,0,4
821,35,Male,Sales,Sales Executive,Marketing,Divorced,Travel_Frequently,2,2,5,2,0,2
822,49,Male,Sales,Sales Executive,Technical Degree,Married,Travel_Rarely,4,4,9,8,2,3
823,34,Male,Research & Development,Manufacturing Director,Life Sciences,Single,Travel_Frequently,2,2,3,2,0,2
824,29,Female,Research & Development,Research Scientist,Life Sciences,Divorced,Travel_Frequently,3,1,7,5,1,1
825,42,Male,Research & Development,Laboratory Technician,Medical,Single,Travel_Rarely,3,2,1,0,0,0
826,29,Male,Research & Development,Manufacturing Director,Medical,Married,Travel_Rarely,1,2,10,7,1,2
827,38,Male,Human Resources,Human Resources,Human Resources,Married,Travel_Rarely,3,1,7,6,5,0
828,28,Male,Research & Development,Research Scientist,Life Sciences,Divorced,Travel_Frequently,3,1,3,1,0,2
829,18,Male,Research & Development,Laboratory Technician,Medical,Single,Non-Travel,1,1,0,0,0,0
830,33,Female,Sales,Sales Executive,Marketing,Single,Travel_Rarely,4,2,5,2,0,3
831,41,Male,Research & Development,Laboratory Technician,Life Sciences,Married,Travel_Rarely,4,1,1,0,0,0
832,31,Male,Research & Development,Laboratory Technician,Medical,Married,Travel_Frequently,3,1,2,2,2,2
833,37,Female,Research & Development,Healthcare Representative,Medical,Divorced,Travel_Rarely,2,2,6,2,1,3
834,27,Male,Research & Development,Research Scientist,Life Sciences,Married,Travel_Rarely,3,1,4,2,2,2
835,34,Female,Sales,Sales Executive,Life Sciences,Married,Travel_Rarely,1,2,6,5,1,3
836,35,Male,Human Resources,Human Resources,Technical Degree,Single,Travel_Rarely,4,1,5,4,1,4
837,29,Female,Sales,Sales Executive,Life Sciences,Married,Travel_Rarely,1,3,11,8,3,10
